"","Name","Platform","Year_of_Release","Genre","Publisher","NA_players","EU_players","JP_players","Other_players","Global_players","Critic_Score","Critic_Count","User_Score","User_Count","Developer","Rating"
"14544","Graffiti Kingdom","PS2","2004","Role-Playing","505 Games",1e+05,1e+05,0,0,30000,71,27,7.1,12,"Taito Corporation","E"
"14552","Klonoa 2: Dream Champ Tournament","GBA","2002","Platform","Namco Bandai Games",2e+05,1e+05,0,0,30000,78,20,9.3,6,"Namco","E"
"14554","N+","PSP","2007","Platform","Atari",3e+05,0,0,0,30000,79,21,7.8,18,"Metanet Software Inc., SilverBirch Studios","E"
"14568","Knights of Honor","PC","2004","Strategy","Sunflowers",0,2e+05,0,1e+05,30000,77,26,9.1,89,"Black Sea Studios","E10+"
"14571","The Inner World","PC","2013","Adventure","Headup Games",0,3e+05,0,0,30000,72,18,8.1,48,"Headup Games",""
"14584","Empire Earth II","PC","2005","Strategy","Vivendi Games",0,3e+05,0,0,30000,79,39,7.1,89,"Mad Doc Software","T"
"14594","Hot Pixel","PSP","2007","Puzzle","Atari",3e+05,0,0,0,30000,55,35,6.5,6,"zSlide","T"
"14597","Valentino Rossi: The Game","XOne","2016","Racing","Namco Bandai Games",1e+05,2e+05,0,0,30000,74,5,8.1,7,"Milestone S.r.l","E"
"14599","Codename: Panzers Cold War","PC","2009","Strategy","Atari",0,2e+05,0,0,30000,67,28,5.8,8,"Stormregion","T"
"14611","Atomic Betty","GBA","2005","Puzzle","Atari",2e+05,1e+05,0,0,30000,62,10,7.5,6,"Big Blue Bubble Inc., Breakthrough New Media","E"
"14616","Street Jam Basketball","GBA","2004","Sports","Zoo Digital Publishing",2e+05,1e+05,0,0,30000,35,7,8,7,"Prograph","E"
"14626","Harry Potter and the Half-Blood Prince","PC","2009","Action","Electronic Arts",0,3e+05,0,0,30000,64,14,6.1,35,"EA Bright Light","E10+"
"14635","Popeye: Rush for Spinach","GBA","2005","Platform","Atari",2e+05,1e+05,0,0,30000,48,9,4.2,5,"Magic Pockets","E"
"14636","Culdcept","PS2","2002","Strategy","Sega",1e+05,1e+05,0,0,30000,78,26,8.9,9,"NEC Interchannel","T"
"14648","GTR Evolution","PC","2008","Racing","Atari",0,2e+05,0,0,30000,83,19,8.2,63,"SimBin","E"
"14652","NBA 08","PSP","2007","Sports","Sony Computer Entertainment",3e+05,0,0,0,30000,75,18,7.5,8,"SCEA","E"
"14655","The Wolf Among Us","X360","2011","Adventure","Telltale Games",1e+05,2e+05,0,0,30000,83,5,7.7,88,"",""
"14658","NBA 2K13","PC","2012","Sports","Take-Two Interactive",0,2e+05,0,0,30000,90,5,6.8,130,"Visual Concepts","E"
"14661","007: Quantum of Solace","PC","2008","Action","Activision",1e+05,1e+05,0,0,30000,70,18,6.3,55,"Treyarch","T"
"14669","Metal Dungeon","XB","2002","Role-Playing","Xicat Interactive",2e+05,1e+05,0,0,30000,44,14,7.2,5,"Panther Software","T"
"14670","Drome Racers","GC","2003","Racing","Electronic Arts",2e+05,1e+05,0,0,30000,54,5,6.6,5,"Attention To Detail","E"
"14676","Gekido Advance: Kintaro's Revenge","GBA","2002","Action","Zoo Digital Publishing",2e+05,1e+05,0,0,30000,70,7,7,4,"Naps Team","T"
"14687","Commander: Conquest of the Americas","PC","2010","Strategy","Paradox Interactive",0,2e+05,0,0,30000,68,16,5.2,19,"Nitro Games","T"
"14689","LEGO Pirates of the Caribbean: The Video Game","PC","2011","Action","Disney Interactive Studios",3e+05,0,0,0,30000,73,11,6.6,17,"Traveller's Tales","E10+"
"14690","Race Driver 2006","PSP","2006","Racing","Codemasters",3e+05,0,0,0,30000,81,16,8.5,6,"Sumo Digital","T"
"14693","Buffy the Vampire Slayer: Wrath of the Darkhul King","GBA","2003","Action","THQ",2e+05,1e+05,0,0,30000,44,16,8.6,5,"Natsume","T"
"14698","Mighty No. 9","WiiU","2016","Platform","Deep Silver",2e+05,1e+05,0,0,30000,48,9,4.6,78,"Inti Creates","E10+"
"14710","Superdimension Neptune vs Sega Hard Girls","PSV","2016","Role-Playing","Idea Factory International",0,2e+05,0,1e+05,30000,73,16,8.4,12,"Compile Heart","T"
"14711","The Talos Principle","PS4","2015","Puzzle","Devolver Digital",0,2e+05,0,0,30000,88,31,8.4,124,"Croteam","E10+"
"14714","Spectral Souls: Resurrection of the Ethereal Empires","PSP","2005","Role-Playing","Idea Factory",3e+05,0,0,0,30000,47,27,8.2,12,"Neverland, Idea Factory","T"
"14715","Syberia II","XB","2004","Adventure","Ubisoft",2e+05,1e+05,0,0,30000,71,7,8.7,6,"Microids","T"
"14726","Turn It Around","DS","2006","Action","505 Games",3e+05,0,0,0,30000,39,11,4.5,4,"Taito Corporation, 505 Games","E"
"14728","Jack Keane","PC","2008","Adventure","Kalypso Media",0,2e+05,0,0,30000,69,25,7,21,"Legacy Interactive","T"
"14730","Monsters vs. Aliens","PC","2009","Action","Activision",1e+05,1e+05,0,0,30000,63,8,6.2,5,"Beenox","E10+"
"14740","Ride","PC","2015","Racing","Milestone S.r.l.",0,3e+05,0,0,30000,68,8,4.8,30,"Milestone S.r.l","E"
"14760","LEGO Harry Potter: Years 1-4","PC","2010","Action","Warner Bros. Interactive Entertainment",2e+05,1e+05,0,0,30000,79,15,7.9,55,"Traveller's Tales","E10+"
"14762","Bus Simulator 16","PC","2016","Simulation","Astragon",0,3e+05,0,0,30000,46,8,6.1,18,"Still Alive Studios",""
"14775","MechAssault: Phantom War","DS","2006","Simulation","Majesco Entertainment",3e+05,0,0,0,30000,66,16,4.5,4,"Backbone Entertainment","T"
"14778","The Last Guy","PS3","2009","Action","Sony Computer Entertainment",0,0,3e+05,0,30000,77,33,6.9,30,"SCE Japan Studio","E10+"
"14788","Max Payne","GBA","2003","Shooter","Take-Two Interactive",2e+05,1e+05,0,0,30000,78,33,7.8,13,"Mobius Entertainment","M"
"14799","Star Trek: Tactical Assault","PSP","2006","Strategy","Ubisoft",2e+05,0,0,0,30000,64,15,7.9,10,"Quicksilver Software","E"
"14800","Cossacks: European Wars","PC","2001","Strategy","Strategy First",0,2e+05,0,0,30000,74,16,8.6,60,"GSC Game World","T"
"14802","MX vs. ATV Supercross","PS3","2014","Racing","Nordic Games",2e+05,1e+05,0,0,30000,58,4,3.5,4,"Nordic Games Publishing","E"
"14806","NBA 2K7","XB","2006","Sports","Take-Two Interactive",2e+05,1e+05,0,0,30000,83,8,8.6,5,"Kush Games, Visual Concepts","E"
"14814","XBLAZE Code: Embryo","PSV","2013","Adventure","Arc System Works",1e+05,0,1e+05,0,30000,43,5,7.4,24,"Arc System Works","M"
"14825","Warhammer: Mark of Chaos","PC","2006","Strategy","Deep Silver",0,2e+05,0,0,30000,73,32,7.4,57,"Black Hole Games","M"
"14829","Warship Gunner 2","PS2","2006","Simulation","Tecmo Koei",1e+05,1e+05,0,0,30000,62,13,8.5,11,"Micro Cabin","T"
"14831","Gotcha Force","GC","2003","Shooter","Capcom",1e+05,0,1e+05,0,30000,56,24,8.2,17,"Capcom","E"
"14832","Driver: Parallel Lines","Wii","2007","Racing","Ubisoft",1e+05,1e+05,0,0,30000,59,9,6,20,"Reflections Interactive","M"
"14833","Battlefield Vietnam","PC","2004","Shooter","Electronic Arts",0,2e+05,0,0,30000,84,48,7.5,133,"Digital Illusions","T"
"14839","Dead Rising 2","PS4","2016","Action","Capcom",1e+05,0,1e+05,0,30000,82,4,6.6,8,"Blue Castle Games","M"
"14841","Age of Conan: Rise of the Godslayer","PC","2010","Role-Playing","Funcom",0,2e+05,0,0,30000,83,14,8.4,52,"Funcom","M"
"14849","Buffy the Vampire Slayer: Chaos Bleeds","GC","2003","Action","Vivendi Games",2e+05,1e+05,0,0,30000,75,18,9,9,"Eurocom Entertainment Software","T"
"14853","Jet Grind Radio","GBA","2003","Action","Sega",2e+05,1e+05,0,0,30000,74,22,9.3,6,"Vicarious Visions","E"
"14861","Baldur's Gate: Dark Alliance","GBA","2004","Role-Playing","Destination Software, Inc",2e+05,1e+05,0,0,30000,76,17,6.5,11,"Magic Pockets","T"
"14868","NHL 07","XB","2006","Sports","Electronic Arts",2e+05,1e+05,0,0,30000,75,14,7.7,6,"EA Sports","E10+"
"14873","The Technomancer","XOne","2016","Role-Playing","Focus Home Interactive",1e+05,1e+05,0,0,30000,68,12,7.4,55,"Spiders","M"
"14878","Guild Wars: Nightfall","PC","2006","Role-Playing","NCSoft",0,2e+05,0,0,30000,84,30,8.7,104,"ArenaNet","T"
"14884","Medal of Honor: Vanguard","PS2","2007","Shooter","Electronic Arts",0,0,3e+05,0,30000,63,29,6.1,34,"Electronic Arts","T"
"14890","Super Monkey Ball Adventure","PS2","2006","Platform","Sega",1e+05,1e+05,0,0,30000,53,32,6.7,10,"TT Games","E"
"14892","Madden NFL 07","GBA","2006","Sports","Electronic Arts",2e+05,1e+05,0,0,30000,68,4,9.3,4,"Exient Entertainment","E"
"14896","MySims","PC","2008","Simulation","Electronic Arts",0,2e+05,0,0,30000,70,12,6.4,8,"EA Redwood Shores","E"
"14897","The Sims 2: Bon Voyage","PC","2007","Simulation","Electronic Arts",1e+05,1e+05,0,0,30000,74,9,7.3,24,"Maxis","T"
"14898","AniMates!","DS","2007","Simulation","Lexicon Entertainment",2e+05,0,0,0,30000,33,4,2.5,4,"Dreamcatcher","E"
"14901","Star Wars The Clone Wars: Republic Heroes","PC","2009","Action","LucasArts",0,2e+05,0,0,30000,46,9,4.7,46,"LucasArts, Krome Studios","T"
"14902","The Peanuts Movie: Snoopy's Grand Adventure","PS4","2015","Action","Activision",0,2e+05,0,0,30000,59,4,6.6,19,"Activision, Behaviour Interactive","E"
"14905","Aegis of Earth: Protonovus Assault","PS4","2016","Action","PQube",2e+05,0,0,0,30000,57,11,7.8,9,"Acquire","T"
"14911","Justice League Heroes: The Flash","GBA","2006","Action","Eidos Interactive",2e+05,1e+05,0,0,30000,72,8,7.4,7,"WayForward","E10+"
"14917","Metal Saga","PS2","2005","Role-Playing","Success",1e+05,1e+05,0,0,30000,62,26,7.3,9,"Crea-Tech","T"
"14918","Divinity II: Flames of Vengeance","PC","2010","Role-Playing","DTP Entertainment",0,2e+05,0,1e+05,30000,72,4,8.3,15,"Larian Studios","M"
"14924","Air Conflicts: Secret Wars","PC","2011","Simulation","bitComposer Games",0,2e+05,0,1e+05,30000,65,5,6.4,24,"Games Farm","T"
"14931","Lost Planet 2","PC","2010","Shooter","Capcom",0,2e+05,0,0,30000,63,15,6.3,87,"Capcom","T"
"14943","Agatha Christie's The ABC Murders","PS4","2016","Adventure","Microids",1e+05,1e+05,0,0,30000,67,17,6.2,12,"Microids","T"
"14954","Judge Dredd: Dredd Vs Death","PS2","2003","Shooter","BAM! Entertainment",1e+05,1e+05,0,0,30000,52,13,5.3,9,"Rebellion","M"
"14973","Captain Morgane and the Golden Turtle","PC","2012","Adventure","Reef Entertainment",0,2e+05,0,0,30000,54,6,6.2,11,"Wizarbox",""
"14974","Napoleon Dynamite: The Game","DS","2007","Puzzle","Crave Entertainment",2e+05,0,0,0,30000,45,9,7.3,4,"7 Studios","E10+"
"14983","Legend of Kay Anniversary","PS4","2015","Action","Nordic Games",0,2e+05,0,0,30000,62,22,6.4,11,"Neon Studios, Kaiko","E10+"
"14990","Battlestations: Pacific","PC","2009","Strategy","Eidos Interactive",0,2e+05,0,0,30000,74,31,8.4,46,"Eidos Interactive","T"
"15001","ZooCube","GC","2002","Puzzle","Acclaim Entertainment",2e+05,0,0,0,20000,67,15,6.1,7,"PuzzleKings","E"
"15020","The Lord of the Rings: Conquest","PC","2009","Action","Electronic Arts",0,2e+05,0,0,20000,57,24,6.7,42,"Pandemic Studios","T"
"15023","Stake: Fortune Fighters","XB","2003","Fighting","Metro 3D",2e+05,1e+05,0,0,20000,26,8,3.7,6,"Gameness Art Software","T"
"15026","Serious Sam Advance","GBA","2004","Shooter","Global Star",2e+05,1e+05,0,0,20000,51,9,7.2,10,"Climax Group","M"
"15040","Cold War","XB","2005","Shooter","DreamCatcher Interactive",2e+05,1e+05,0,0,20000,60,25,8,4,"Mindware Studios","T"
"15042","Steel Battalion: Line of Contact","XB","2004","Simulation","Capcom",2e+05,1e+05,0,0,20000,70,19,8,8,"Capcom","T"
"15045","NBA Starting Five","XB","2002","Sports","Konami Digital Entertainment",2e+05,1e+05,0,0,20000,48,4,5.5,4,"Konami","E"
"15047","Spy Hunter: Nowhere To Run","PS2","2006","Racing","Midway Games",1e+05,1e+05,0,0,20000,51,21,6,6,"Terminal Reality","T"
"15050","Omega Quintet","PS4","2014","Role-Playing","Compile Heart",0,0,2e+05,0,20000,58,22,7.1,81,"Compile Heart","T"
"15057","Ed, Edd n Eddy: The Mis-Edventures","XB","2005","Platform","Midway Games",2e+05,1e+05,0,0,20000,56,6,7.7,6,"Artificial Mind and Movement","E"
"15061","Viva Pinata","PC","2007","Simulation","Microsoft Game Studios",0,2e+05,0,0,20000,78,20,7.8,20,"Climax Group, Climax Studios","E"
"15068","Star Wars: Empire at War - Forces of Corruption","PC","2006","Strategy","LucasArts",0,2e+05,0,0,20000,75,25,8.6,79,"Petroglyph","T"
"15069","Jurassic Park: Operation Genesis","PC","2003","Simulation","Vivendi Games",0,2e+05,0,0,20000,72,15,8.7,55,"Blue Tongue Entertainment","T"
"15072","Total Overdose: A Gunslinger's Tale in Mexico","XB","2005","Shooter","Eidos Interactive",2e+05,1e+05,0,0,20000,71,28,9.2,27,"Deadline Games","M"
"15074","AMF Xtreme Bowling","PS2","2006","Sports","Mastertronic",1e+05,1e+05,0,0,20000,30,4,4.2,5,"Atomic Planet Entertainment, Mud Duck Productions","E"
"15076","Worms","PS3","2009","Strategy","Sony Computer Entertainment",0,2e+05,0,1e+05,20000,76,9,6.9,18,"Team 17","E10+"
"15077","Capcom Digital Collection","X360","2012","Action","Capcom",2e+05,1e+05,0,0,20000,65,11,5.3,4,"Capcom","T"
"15081","The Settlers: Rise of an Empire","PC","2007","Strategy","Ubisoft",1e+05,1e+05,0,0,20000,66,19,7.7,44,"Blue Byte","E10+"
"15085","Tank Beat","DS","2006","Strategy","Midas Interactive Entertainment",1e+05,1e+05,0,0,20000,40,12,5.4,8,"MileStone Inc.","E10+"
"15095","ParaWorld","PC","2006","Strategy","Deep Silver",0,2e+05,0,0,20000,71,29,8.3,23,"SEK Ost","T"
"15113","Rengoku II:  The Stairway To H.E.A.V.E.N.","PSP","2006","Action","Konami Digital Entertainment",2e+05,0,0,0,20000,51,24,7.6,14,"Neverland","T"
"15118","Here They Lie","PS4","2016","Adventure","Sony Computer Entertainment",0,2e+05,0,0,20000,62,31,6.5,36,"The Tangentlemen","M"
"15119","George of the Jungle and the Search for the Secret","Wii","2008","Platform","Ignition Entertainment",2e+05,0,0,0,20000,35,10,4,6,"Crave","E"
"15134","Inkheart","DS","2009","Adventure","DreamCatcher Interactive",2e+05,0,0,0,20000,39,8,2.2,5,"Dreamcatcher","E"
"15152","Mage Knight: Destiny's Soldier","DS","2006","Strategy","Namco Bandai Games",2e+05,0,0,0,20000,59,8,7.1,11,"Big Blue Bubble Inc.","E10+"
"15157","Stronghold Crusader Extreme","PC","2008","Strategy","Gamecock",0,2e+05,0,0,20000,45,11,6.8,45,"FireFly Studios","T"
"15159","DemiKids: Light Version","GBA","2002","Role-Playing","Atlus",2e+05,1e+05,0,0,20000,62,8,8.3,15,"Multimedia Intelligence Transfer","E"
"15161","Cities XL 2011","PC","2010","Simulation","Focus Home Interactive",0,2e+05,0,0,20000,70,17,5.7,39,"Monte Cristo Multimedia","E"
"15166","Line Rider 2: Unbound","Wii","2008","Puzzle","Deep Silver",2e+05,0,0,0,20000,62,12,6.4,5,"InXile Entertainment","E"
"15170","SimCity Societies","PC","2007","Simulation","Electronic Arts",0,2e+05,0,0,20000,63,27,4.3,95,"Tilted Mill","E10+"
"15178","Anima - Gate of Memories","PS4","2016","Action","Avanquest",0,2e+05,0,0,20000,52,13,7.9,34,"Edge Entertainment, Anima Project","T"
"15183","Tropico 4: Modern Times","PC","2012","Strategy","Kalypso Media",0,2e+05,0,0,20000,78,11,8,58,"Haemimont","T"
"15185","ScrapLand","XB","2005","Action","Deep Silver",2e+05,0,0,0,20000,73,20,7.4,5,"Mercury Steam","T"
"15191","Brothers in Arms: Hell's Highway","PC","2008","Shooter","Ubisoft",0,2e+05,0,0,20000,79,22,7.9,130,"Gearbox Software","M"
"15195","DiRT","PC","2007","Racing","Codemasters",0,2e+05,0,0,20000,84,20,7.3,91,"Codemasters","E"
"15197","IL-2 Sturmovik: Forgotten Battles","PC","2003","Simulation","Ubisoft",0,2e+05,0,0,20000,86,12,8.6,38,"1C, 1C Company","T"
"15201","Psycho-Pass: Mandatory Happiness","PSV","2016","Adventure","Nippon Ichi Software",0,1e+05,1e+05,0,20000,64,11,7.3,10,"5pb","T"
"15203","Ceville","PC","2009","Action","Kalypso Media",0,2e+05,0,0,20000,73,17,8.2,21,"Boxed Dream","E"
"15204","Brandish: The Dark Revenant","PSP","2009","Role-Playing","Falcom Corporation",0,0,2e+05,0,20000,78,9,8.3,12,"Falcom","T"
"15207","Summon Night: Swordcraft Story","GBA","2003","Role-Playing","Banpresto",2e+05,1e+05,0,0,20000,77,20,8.1,19,"Flight-Plan","E10+"
"15209","Falcon 4.0: Allied Force","PC","2005","Simulation","Graphsim Entertainment",0,2e+05,0,0,20000,90,7,8.6,37,"Lead Pursuit","T"
"15211","Pro Fishing Challenge","XB","2004","Sports","Atlus",2e+05,0,0,0,20000,62,11,9.1,9,"Opus","E"
"15214","Phoenix Wright: Ace Attorney Trilogy","3DS","2014","Adventure","Capcom",0,0,2e+05,0,20000,81,34,9,76,"NATSUME ATARI Inc.","T"
"15224","Rule of Rose","PS2","2006","Action","505 Games",1e+05,1e+05,0,0,20000,59,44,8.6,51,"Punchline, Shirogumi","M"
"15225","RedCard 20-03","GC","2002","Sports","Midway Games",2e+05,0,0,0,20000,71,11,7.4,5,"Point of View","E"
"15230","Dino Dini's Kick Off Revival","PS4","2016","Sports","Avanquest",0,2e+05,0,0,20000,31,22,4.5,66,"The Digital Lounge, Dino Dini",""
"15231","Pac-Man World Rally","PS2","2006","Racing","Namco Bandai Games",1e+05,1e+05,0,0,20000,54,20,7.4,5,"Smart Bomb Interactive","E"
"15233","GT Legends","PC","2005","Racing","Atari",0,2e+05,0,0,20000,84,21,8.6,44,"SimBin","E"
"15238","Street Fighter X Tekken","PC","2012","Fighting","Capcom",0,2e+05,0,0,20000,79,8,6.4,134,"Capcom, QLOC","T"
"15239","Kung Fu Panda","PC","2008","Action","Activision",0,2e+05,0,0,20000,71,11,7.8,12,"Beenox","E10+"
"15247","Tom Clancy's EndWar","PC","2009","Strategy","Ubisoft",0,2e+05,0,0,20000,68,24,6.7,42,"Ubisoft Shanghai","T"
"15255","Zathura","XB","2005","Adventure","Take-Two Interactive",2e+05,0,0,0,20000,48,15,5.5,4,"High Voltage Software","E10+"
"15262","Eureka Seven Vol. 2: The New Vision","PS2","2006","Shooter","Namco Bandai Games",0,0,2e+05,0,20000,40,17,7,5,"Namco Bandai Games America","T"
"15268","Test Drive Unlimited","PC","2007","Racing","Atari",0,2e+05,0,0,20000,79,18,8.1,124,"Eden Studios","T"
"15271","Grey's Anatomy: The Video Game","PC","2009","Adventure","Ubisoft",0,2e+05,0,0,20000,36,4,3.9,20,"Longtail Studios","T"
"15274","F1 Race Stars","PC","2012","Racing","Codemasters",0,2e+05,0,0,20000,62,8,5.4,46,"Codemasters","E"
"15279","Serious Sam: Next Encounter","GC","2004","Shooter","Global Star",2e+05,0,0,0,20000,69,18,8.4,9,"Climax Group","M"
"15283","Knight's Apprentice: Memorick's Adventures","XB","2004","Action","Microids",2e+05,0,0,0,20000,53,11,4.5,8,"Microids","T"
"15286","Freedom Wings","DS","2006","Simulation","Natsume",2e+05,0,0,0,20000,46,7,7.7,6,"Beluga Computer","E10+"
"15304","Iron Phoenix","XB","2005","Fighting","Sega",2e+05,0,0,0,20000,58,11,6.5,4,"InterServ International","T"
"15305","Kuon","PS2","2004","Adventure","Indie Games",1e+05,1e+05,0,0,20000,57,20,7.7,9,"From Software","M"
"15322","Fuel","PC","2009","Racing","Codemasters",0,2e+05,0,0,20000,67,16,6.7,86,"Asobo Studio","E"
"15328","Group S Challenge","XB","2003","Racing","Capcom",2e+05,0,0,0,20000,57,17,6,5,"Capcom","E"
"15346","Balls of Fury","Wii","2007","Sports","Zoo Digital Publishing",2e+05,0,0,0,20000,19,6,2.8,25,"Black Lantern Studios","E10+"
"15356","FIFA Soccer 09","PC","2008","Sports","Electronic Arts",0,2e+05,0,0,20000,77,15,6.8,36,"EA Canada","E"
"15358","XGRA: Extreme G Racing Association","GC","2003","Racing","Acclaim Entertainment",2e+05,0,0,0,20000,69,13,7,5,"Acclaim Studios Cheltenham","T"
"15362","Touhou Genso Rondo: Bullet Ballet","PS4","2016","Shooter","Nippon Ichi Software",2e+05,0,0,0,20000,55,19,4.7,34,"Mediascape, CUBETYPE","E10+"
"15370","SBK: Snowboard Kids","DS","2005","Sports","Rising Star Games",2e+05,0,0,0,20000,63,14,6.5,4,"Racjin","E"
"15380","Sniper Elite V2","WiiU","2013","Shooter","505 Games",0,2e+05,0,0,20000,58,5,5.8,30,"Rebellion","M"
"15387","Order of War","PC","2009","Strategy","Square Enix",0,1e+05,0,0,20000,69,39,7.3,73,"Wargaming.net","T"
"15388","The Fast and the Furious","PSP","2007","Racing","Deep Silver",2e+05,0,0,0,20000,58,7,5.3,6,"Eutechnyx","T"
"15394","Maximum Capacity: Hotel Giant","PC","2002","Strategy","JoWood Productions",0,2e+05,0,0,20000,59,11,7.7,9,"JoWooD Entertainment AG","T"
"15402","Legend: Hand of God","PC","2007","Role-Playing","DTP Entertainment",0,2e+05,0,0,20000,57,9,5.8,19,"Master Creating","M"
"15410","Pro Evolution Soccer 2017","PC","2016","Sports","Konami Digital Entertainment",0,2e+05,0,0,20000,69,9,3.7,137,"Konami","E"
"15414","SAW","PC","2009","Action","Konami Digital Entertainment",0,2e+05,0,0,20000,55,6,6,31,"Zombie Studios","M"
"15419","The Awakened Fate Ultimatum","PS3","2014","Role-Playing","Nippon Ichi Software",0,0,2e+05,0,20000,65,20,7.3,23,"Nippon Ichi Software","T"
"15420","Spider-Man 3","PC","2007","Platform","Activision",2e+05,0,0,0,20000,62,16,7.1,29,"Beenox","T"
"15421","Xblaze: Lost Memories","PS3","2015","Adventure","Arc System Works",2e+05,0,0,0,20000,63,4,6.2,5,"Arc System Works","M"
"15442","Spider-Man: Web of Shadows","PC","2008","Action","Activision",0,2e+05,0,0,20000,52,11,7.8,57,"Treyarch, Shaba Games","T"
"15445","Headhunter: Redemption","XB","2004","Action","Sega",2e+05,0,0,0,20000,59,26,6.8,4,"Amuze","M"
"15454","Chicago Enforcer","XB","2005","Shooter","Kemco",2e+05,0,0,0,20000,33,9,2.8,4,"Touchdown Entertainment","M"
"15456","The Lord of the Rings Online: Mines of Moria","PC","2008","Role-Playing","Codemasters Online",0,2e+05,0,0,20000,85,24,8.2,99,"Turbine Inc.","T"
"15459","Carmageddon: Max Damage","XOne","2016","Action","Stainless Games",1e+05,1e+05,0,0,20000,52,15,7.1,12,"Stainless Games","M"
"15460","Stormrise","PC","2009","Strategy","Sega",0,2e+05,0,0,20000,42,15,4.9,22,"Creative Assembly","M"
"15475","Ruff Trigger: The Vanocore Conspiracy","PS2","2006","Platform","Natsume",1e+05,1e+05,0,0,20000,57,8,7,7,"Playstos Entertainment","E10+"
"15486","RollerCoaster Tycoon World","PC","2016","Simulation","Atari",0,2e+05,0,0,20000,43,7,2.4,31,"Nvizzio Creations","E"
